CH1,CH2,CH3,CH4,Ts,parameter,value
3.859843750e+2,1.280000000e-1,-4.360000000e+1,5.909400000e+1,,,
3.880312500e+2,1.239375000e-1,-4.523437500e+1,6.117825000e+1,,,
3.899843750e+2,1.240625000e-1,-4.520000000e+1,6.249600000e+1,,,
3.839687500e+2,1.280312500e-1,-4.560625000e+1,6.249075000e+1,,,
3.840000000e+2,1.160312500e-1,-4.439062500e+1,6.182400000e+1,,,
3.880000000e+2,1.159375000e-1,-4.439687500e+1,6.048000000e+1,,,
3.860000000e+2,9.993750000e-2,-4.560000000e+1,6.181350000e+1,,,
3.839843750e+2,1.042187500e-1,-4.559375000e+1,5.980800000e+1,,,
3.880000000e+2,1.119062500e-1,-4.479687500e+1,6.249600000e+1,,,
3.840156250e+2,9.187500000e-2,-4.440000000e+1,5.980800000e+1,,,
3.859843750e+2,8.387500000e-2,-4.477812500e+1,6.316800000e+1,,,
3.839531250e+2,9.206250000e-2,-4.560000000e+1,5.982375000e+1,,,
3.840156250e+2,8.790625000e-2,-4.480000000e+1,5.914125000e+1,,,
3.860156250e+2,8.400000000e-2,-4.560937500e+1,6.183450000e+1,,,
3.859687500e+2,8.800000000e-2,-4.559687500e+1,6.249600000e+1,,,
3.839687500e+2,8.809375000e-2,-4.560000000e+1,6.115200000e+1,,,
3.840000000e+2,1.000937500e-1,-4.560000000e+1,6.181875000e+1,,,
3.859218750e+2,1.080937500e-1,-4.559687500e+1,5.981850000e+1,,,
3.899843750e+2,1.000000000e-1,-4.639687500e+1,5.846400000e+1,,,
3.880000000e+2,1.159375000e-1,-4.599062500e+1,5.914650000e+1,,,
3.879687500e+2,1.118750000e-1,-4.520000000e+1,5.980800000e+1,,,
3.880312500e+2,1.201250000e-1,-4.560000000e+1,5.980800000e+1,,,
3.840000000e+2,1.360312500e-1,-4.479687500e+1,6.048000000e+1,,,
3.879531250e+2,1.320000000e-1,-4.438750000e+1,6.049575000e+1,,,
3.880468750e+2,1.439062500e-1,-4.560000000e+1,5.913600000e+1,,,
3.919531250e+2,1.560312500e-1,-4.520000000e+1,5.981850000e+1,,,
3.860000000e+2,1.519375000e-1,-4.480000000e+1,6.048000000e+1,,,
3.920312500e+2,1.560625000e-1,-4.480000000e+1,5.980275000e+1,,,
3.879843750e+2,1.600625000e-1,-4.480000000e+1,6.115725000e+1,,,
3.879843750e+2,1.640000000e-1,-4.520312500e+1,6.047475000e+1,,,
3.860000000e+2,1.562187500e-1,-4.562812500e+1,6.048525000e+1,,,
3.860000000e+2,1.479687500e-1,-4.479687500e+1,6.048000000e+1,,,
3.840000000e+2,1.522187500e-1,-4.599687500e+1,6.249600000e+1,,,
3.840000000e+2,1.599062500e-1,-4.480000000e+1,6.183975000e+1,,,
3.859843750e+2,1.479062500e-1,-4.640000000e+1,6.115200000e+1,,,
3.820000000e+2,1.519375000e-1,-4.558750000e+1,6.115200000e+1,,,
3.899218750e+2,1.399375000e-1,-4.481875000e+1,6.117825000e+1,,,
3.879687500e+2,1.400000000e-1,-4.478125000e+1,6.048000000e+1,,,
3.840156250e+2,1.399687500e-1,-4.639375000e+1,6.181350000e+1,,,
3.880312500e+2,1.319375000e-1,-4.397500000e+1,5.980800000e+1,,,
3.859218750e+2,1.320937500e-1,-4.480937500e+1,6.184500000e+1,,,
3.840312500e+2,1.360312500e-1,-4.480000000e+1,6.113625000e+1,,,
3.880156250e+2,1.318750000e-1,-4.560625000e+1,6.115200000e+1,,,
3.880000000e+2,1.199687500e-1,-4.525625000e+1,6.115200000e+1,,,
3.879843750e+2,1.320312500e-1,-4.440000000e+1,6.046950000e+1,,,
3.839843750e+2,1.319062500e-1,-4.641562500e+1,5.914125000e+1,,,
3.899843750e+2,1.321250000e-1,-4.600625000e+1,5.913075000e+1,,,
3.860000000e+2,1.398437500e-1,-4.480312500e+1,5.980800000e+1,,,
3.880625000e+2,1.199687500e-1,-4.560312500e+1,5.913600000e+1,,,
3.800312500e+2,1.360000000e-1,-4.561562500e+1,5.980275000e+1,,,
3.841406250e+2,1.279375000e-1,-4.480937500e+1,5.980800000e+1,,,
3.839062500e+2,1.360625000e-1,-4.519687500e+1,5.980800000e+1,,,
3.800000000e+2,1.318125000e-1,-4.600000000e+1,5.913075000e+1,,,
3.861250000e+2,1.280937500e-1,-4.560000000e+1,5.980800000e+1,,,
3.879062500e+2,1.442187500e-1,-4.601562500e+1,5.912550000e+1,,,
3.819843750e+2,1.439687500e-1,-4.640625000e+1,6.179775000e+1,,,
3.880625000e+2,1.440000000e-1,-4.483437500e+1,6.118350000e+1,,,
3.880000000e+2,1.400000000e-1,-4.520312500e+1,5.913600000e+1,,,
3.880468750e+2,1.480000000e-1,-4.560000000e+1,5.980275000e+1,,,
3.820156250e+2,1.560000000e-1,-4.480312500e+1,6.045900000e+1,,,
3.839843750e+2,1.600000000e-1,-4.600000000e+1,5.913600000e+1,,,
3.839687500e+2,1.640937500e-1,-4.480000000e+1,6.182400000e+1,,,
3.899218750e+2,1.680937500e-1,-4.600000000e+1,6.182400000e+1,,,
3.920312500e+2,1.721875000e-1,-4.485000000e+1,6.115725000e+1,,,
3.879218750e+2,1.559062500e-1,-4.480000000e+1,6.113100000e+1,,,
3.860468750e+2,1.560625000e-1,-4.560000000e+1,6.182400000e+1,,,
3.920312500e+2,1.559375000e-1,-4.520312500e+1,5.845875000e+1,,,
3.899687500e+2,1.519375000e-1,-4.599375000e+1,6.112575000e+1,,,
3.860000000e+2,1.520937500e-1,-4.440000000e+1,6.115200000e+1,,,
3.879687500e+2,1.560312500e-1,-4.599375000e+1,6.047475000e+1,,,
3.799843750e+2,1.438125000e-1,-4.480937500e+1,6.047475000e+1,,,
3.840312500e+2,1.401250000e-1,-4.559375000e+1,6.114150000e+1,,,
3.880000000e+2,1.479375000e-1,-4.520312500e+1,6.182400000e+1,,,
3.860000000e+2,1.359062500e-1,-4.479375000e+1,6.115200000e+1,,,
3.860000000e+2,1.441250000e-1,-4.440000000e+1,6.114675000e+1,,,
3.879843750e+2,1.398750000e-1,-4.480000000e+1,6.115200000e+1,,,
3.840156250e+2,1.400000000e-1,-4.520625000e+1,6.113625000e+1,,,
3.819843750e+2,1.319375000e-1,-4.480000000e+1,6.182400000e+1,,,
3.880000000e+2,1.320312500e-1,-4.520000000e+1,6.047475000e+1,,,
3.879375000e+2,1.400625000e-1,-4.520000000e+1,6.048000000e+1,,,
3.820000000e+2,1.439375000e-1,-4.520000000e+1,5.980800000e+1,,,
3.860000000e+2,1.399687500e-1,-4.520312500e+1,6.049050000e+1,,,
3.840312500e+2,1.440625000e-1,-4.560000000e+1,6.048000000e+1,,,
3.919531250e+2,1.482812500e-1,-4.480312500e+1,5.846400000e+1,,,
3.861562500e+2,1.360625000e-1,-4.520000000e+1,5.978175000e+1,,,
3.819687500e+2,1.439062500e-1,-4.440000000e+1,6.048000000e+1,,,
3.858906250e+2,1.440000000e-1,-4.560625000e+1,6.048000000e+1,,,
3.861875000e+2,1.519062500e-1,-4.479687500e+1,6.048000000e+1,,,
3.799531250e+2,1.639687500e-1,-4.479062500e+1,6.115200000e+1,,,
3.859531250e+2,1.599687500e-1,-4.560625000e+1,6.182400000e+1,,,
3.819843750e+2,1.640625000e-1,-4.519687500e+1,6.049575000e+1,,,
3.860000000e+2,1.520937500e-1,-4.600625000e+1,5.981325000e+1,,,
3.840000000e+2,1.519687500e-1,-4.480312500e+1,5.913600000e+1,,,
3.880000000e+2,1.599375000e-1,-4.600625000e+1,6.046950000e+1,,,
3.859843750e+2,1.640000000e-1,-4.440000000e+1,6.182400000e+1,,,
3.880000000e+2,1.600000000e-1,-4.399687500e+1,6.115200000e+1,,,
3.860000000e+2,1.679687500e-1,-4.439062500e+1,6.115725000e+1,,,
3.880468750e+2,1.600937500e-1,-4.479687500e+1,6.048000000e+1,,,
3.820312500e+2,1.600312500e-1,-4.560312500e+1,6.116775000e+1,,,
3.839843750e+2,1.520312500e-1,-4.560000000e+1,6.181350000e+1,,,
3.860312500e+2,1.559375000e-1,-4.560000000e+1,6.047475000e+1,,,
3.839531250e+2,1.640000000e-1,-4.519375000e+1,6.047475000e+1,,,
3.919062500e+2,1.600312500e-1,-4.519687500e+1,6.048000000e+1,,,
3.898750000e+2,1.600625000e-1,-4.600000000e+1,6.249600000e+1,,,
3.819531250e+2,1.559687500e-1,-4.520000000e+1,6.113100000e+1,,,
3.840156250e+2,1.639687500e-1,-4.560000000e+1,6.116250000e+1,,,
3.860000000e+2,1.600000000e-1,-4.479062500e+1,6.249600000e+1,,,
3.859843750e+2,1.560000000e-1,-4.480000000e+1,6.179775000e+1,,,
3.840156250e+2,1.559687500e-1,-4.640937500e+1,5.912025000e+1,,,
3.820000000e+2,1.599062500e-1,-4.563125000e+1,6.045900000e+1,,,
3.820156250e+2,1.639062500e-1,-4.480625000e+1,6.182400000e+1,,,
3.879687500e+2,1.720000000e-1,-4.440625000e+1,6.181875000e+1,,,
3.880000000e+2,1.600000000e-1,-4.561562500e+1,6.115725000e+1,,,
3.860000000e+2,1.560000000e-1,-4.559687500e+1,5.980800000e+1,,,
3.839687500e+2,1.560625000e-1,-4.480000000e+1,6.115725000e+1,,,
3.939687500e+2,1.720000000e-1,-4.559687500e+1,6.114675000e+1,,,
3.860000000e+2,1.600312500e-1,-4.559687500e+1,6.114150000e+1,,,
3.860000000e+2,1.719062500e-1,-4.600312500e+1,5.914125000e+1,,,
3.859843750e+2,1.640625000e-1,-4.517187500e+1,6.115200000e+1,,,
3.839687500e+2,1.680000000e-1,-4.400312500e+1,5.909400000e+1,,,
3.840156250e+2,1.679687500e-1,-4.481562500e+1,5.714625000e+1,,,
3.880000000e+2,1.759687500e-1,-4.479687500e+1,6.113100000e+1,,,
3.840000000e+2,1.760000000e-1,-4.479687500e+1,6.183975000e+1,,,
3.739843750e+2,1.760312500e-1,-4.480000000e+1,6.047475000e+1,,,
3.819375000e+2,1.759375000e-1,-4.480312500e+1,6.048000000e+1,,,
3.880156250e+2,1.839687500e-1,-4.520000000e+1,6.048000000e+1,,,
3.840156250e+2,1.800000000e-1,-4.480000000e+1,5.980800000e+1,,,
3.839531250e+2,1.800000000e-1,-4.479375000e+1,6.115200000e+1,,,
3.879375000e+2,1.880000000e-1,-4.440000000e+1,6.115200000e+1,,,
3.880781250e+2,1.840312500e-1,-4.520000000e+1,6.049050000e+1,,,
3.819687500e+2,1.880000000e-1,-4.480000000e+1,6.116775000e+1,,,
3.860781250e+2,1.880000000e-1,-4.600000000e+1,6.451200000e+1,,,
3.879531250e+2,1.879375000e-1,-4.560312500e+1,6.113100000e+1,,,
3.840000000e+2,1.760000000e-1,-4.679687500e+1,6.250125000e+1,,,
3.880000000e+2,1.880312500e-1,-4.519375000e+1,6.249600000e+1,,,
3.840000000e+2,1.839375000e-1,-4.560312500e+1,6.250125000e+1,,,
3.879843750e+2,1.921875000e-1,-4.480000000e+1,6.046425000e+1,,,
3.840781250e+2,1.680312500e-1,-4.520625000e+1,5.980800000e+1,,,
3.839687500e+2,1.878125000e-1,-4.520000000e+1,6.116250000e+1,,,
3.899843750e+2,1.840312500e-1,-4.519687500e+1,6.181875000e+1,,,
3.879843750e+2,1.800000000e-1,-4.562812500e+1,6.181875000e+1,,,
3.940000000e+2,1.840000000e-1,-4.640000000e+1,6.048000000e+1,,,
3.880156250e+2,1.797187500e-1,-4.406562500e+1,5.913075000e+1,,,
3.919687500e+2,1.920000000e-1,-4.361875000e+1,5.980800000e+1,,,
3.839843750e+2,1.760000000e-1,-4.520312500e+1,6.048000000e+1,,,
3.900468750e+2,1.960000000e-1,-4.440000000e+1,6.047475000e+1,,,
3.879843750e+2,1.880000000e-1,-4.560937500e+1,6.047475000e+1,,,
3.860156250e+2,1.960000000e-1,-4.520000000e+1,6.114675000e+1,,,
3.840000000e+2,1.800625000e-1,-4.480000000e+1,6.113625000e+1,,,
3.780000000e+2,1.839687500e-1,-4.480312500e+1,5.913600000e+1,,,
3.859687500e+2,1.799687500e-1,-4.440625000e+1,6.045375000e+1,,,
3.860156250e+2,1.920000000e-1,-4.439687500e+1,6.182400000e+1,,,
3.800312500e+2,1.919375000e-1,-4.520937500e+1,6.048000000e+1,,,
3.779218750e+2,2.080625000e-1,-4.520000000e+1,6.180825000e+1,,,
3.899531250e+2,1.999062500e-1,-4.400312500e+1,6.049050000e+1,,,
3.880312500e+2,1.879062500e-1,-4.477500000e+1,5.845875000e+1,,,
3.880156250e+2,2.039375000e-1,-4.520000000e+1,6.048000000e+1,,,
3.820000000e+2,1.921250000e-1,-4.480000000e+1,6.114150000e+1,,,
3.900000000e+2,1.920000000e-1,-4.480625000e+1,6.046950000e+1,,,
3.819687500e+2,1.960000000e-1,-4.479062500e+1,6.048525000e+1,,,
3.860156250e+2,1.960312500e-1,-4.440312500e+1,6.047475000e+1,,,
3.819687500e+2,2.079375000e-1,-4.480312500e+1,5.980275000e+1,,,
3.839843750e+2,2.080937500e-1,-4.442812500e+1,5.980275000e+1,,,
3.859843750e+2,2.040312500e-1,-4.439062500e+1,5.980800000e+1,,,
3.879843750e+2,2.079375000e-1,-4.559687500e+1,5.980275000e+1,,,
3.900468750e+2,2.159375000e-1,-4.440000000e+1,6.046950000e+1,,,
3.840156250e+2,1.960000000e-1,-4.519687500e+1,6.182400000e+1,,,
3.879218750e+2,2.200000000e-1,-4.520000000e+1,6.115200000e+1,,,
3.862187500e+2,1.963437500e-1,-4.560625000e+1,6.181875000e+1,,,
3.780000000e+2,1.960000000e-1,-4.442187500e+1,6.116250000e+1,,,
3.861093750e+2,2.120000000e-1,-4.440312500e+1,6.048000000e+1,,,
3.860000000e+2,1.918750000e-1,-4.520625000e+1,6.182400000e+1,,,
3.879531250e+2,1.961562500e-1,-4.560000000e+1,6.048000000e+1,,,
3.819218750e+2,2.079687500e-1,-4.520000000e+1,6.049575000e+1,,,
3.840781250e+2,1.999375000e-1,-4.559375000e+1,6.182400000e+1,,,
3.879687500e+2,2.078437500e-1,-4.440312500e+1,6.051150000e+1,,,
3.840000000e+2,2.120625000e-1,-4.520000000e+1,5.980800000e+1,,,
3.879843750e+2,2.079687500e-1,-4.439375000e+1,6.048000000e+1,,,
3.840468750e+2,2.160000000e-1,-4.481250000e+1,6.048000000e+1,,,
3.839843750e+2,2.079687500e-1,-4.560000000e+1,6.114675000e+1,,,
3.859375000e+2,2.080000000e-1,-4.479062500e+1,5.980275000e+1,,,
3.900156250e+2,2.080312500e-1,-4.479687500e+1,5.979750000e+1,,,
3.859687500e+2,2.078437500e-1,-4.520000000e+1,6.048000000e+1,,,
3.880000000e+2,2.200000000e-1,-4.520000000e+1,5.980800000e+1,,,
3.860000000e+2,2.080000000e-1,-4.519062500e+1,6.048000000e+1,,,
3.880156250e+2,2.160312500e-1,-4.400000000e+1,5.981325000e+1,,,
3.859687500e+2,2.200000000e-1,-4.561562500e+1,6.181875000e+1,,,
3.820000000e+2,2.200000000e-1,-4.520000000e+1,5.913600000e+1,,,
3.860000000e+2,2.120625000e-1,-4.521875000e+1,5.980275000e+1,,,
3.839531250e+2,2.160000000e-1,-4.400312500e+1,6.048525000e+1,,,
3.820000000e+2,2.240312500e-1,-4.480000000e+1,6.115725000e+1,,,
3.839687500e+2,2.239375000e-1,-4.480000000e+1,5.980800000e+1,,,
3.880156250e+2,2.240312500e-1,-4.480625000e+1,6.048000000e+1,,,
3.880156250e+2,2.279687500e-1,-4.559687500e+1,6.048000000e+1,,,
3.820000000e+2,2.239687500e-1,-4.480312500e+1,6.181350000e+1,,,
3.859375000e+2,2.279062500e-1,-4.557812500e+1,6.185550000e+1,,,
3.880000000e+2,2.279687500e-1,-4.560625000e+1,6.048000000e+1,,,
3.840000000e+2,2.320000000e-1,-4.599687500e+1,6.182400000e+1,,,
3.840312500e+2,2.280000000e-1,-4.479062500e+1,6.112050000e+1,,,
3.839687500e+2,2.320937500e-1,-4.523437500e+1,6.048525000e+1,,,
3.799843750e+2,2.359687500e-1,-4.600000000e+1,6.115200000e+1,,,
3.840156250e+2,2.320312500e-1,-4.481562500e+1,6.047475000e+1,,,
3.860000000e+2,2.359687500e-1,-4.440312500e+1,5.980800000e+1,,,
3.880000000e+2,2.400000000e-1,-4.440000000e+1,5.980275000e+1,,,
3.840000000e+2,2.359375000e-1,-4.480000000e+1,6.116250000e+1,,,
3.819843750e+2,2.278437500e-1,-4.520312500e+1,6.115200000e+1,,,
3.878437500e+2,2.200625000e-1,-4.560312500e+1,5.980800000e+1,,,
3.940781250e+2,2.320312500e-1,-4.559375000e+1,6.115200000e+1,,,
3.820625000e+2,2.318750000e-1,-4.641250000e+1,6.115725000e+1,,,
3.861250000e+2,2.440312500e-1,-4.520312500e+1,5.914125000e+1,,,
3.880000000e+2,2.398750000e-1,-4.600000000e+1,5.981325000e+1,,,
3.859062500e+2,2.360937500e-1,-4.518750000e+1,6.115725000e+1,,,
3.820468750e+2,2.439687500e-1,-4.479687500e+1,6.182400000e+1,,,
3.880000000e+2,2.317812500e-1,-4.480000000e+1,6.115200000e+1,,,
3.819531250e+2,2.320937500e-1,-4.600312500e+1,6.047475000e+1,,,
3.839843750e+2,2.400312500e-1,-4.440312500e+1,6.048000000e+1,,,
3.820000000e+2,2.320000000e-1,-4.520000000e+1,5.980800000e+1,,,
3.839843750e+2,2.398750000e-1,-4.440000000e+1,6.049050000e+1,,,
3.839687500e+2,2.479375000e-1,-4.561250000e+1,6.115200000e+1,,,
3.880000000e+2,2.399375000e-1,-4.520000000e+1,6.048000000e+1,,,
3.820781250e+2,2.440312500e-1,-4.519687500e+1,6.048000000e+1,,,
3.818750000e+2,2.481250000e-1,-4.438750000e+1,6.182400000e+1,,,
3.860000000e+2,2.399687500e-1,-4.600000000e+1,6.048525000e+1,,,
3.840156250e+2,2.560312500e-1,-4.480000000e+1,6.047475000e+1,,,
3.880000000e+2,2.520000000e-1,-4.560937500e+1,5.913600000e+1,,,
3.839531250e+2,2.558437500e-1,-4.519687500e+1,6.046950000e+1,,,
3.840000000e+2,2.400000000e-1,-4.480000000e+1,6.115200000e+1,,,
3.860156250e+2,2.561250000e-1,-4.480312500e+1,6.114675000e+1,,,
3.900000000e+2,2.522187500e-1,-4.520625000e+1,6.048000000e+1,,,
3.819531250e+2,2.479687500e-1,-4.519375000e+1,6.048000000e+1,,,
3.840000000e+2,2.481250000e-1,-4.599687500e+1,5.980800000e+1,,,
3.860000000e+2,2.559687500e-1,-4.439687500e+1,5.981325000e+1,,,
3.879843750e+2,2.479375000e-1,-4.480000000e+1,5.913600000e+1,,,
3.840000000e+2,2.519375000e-1,-4.480000000e+1,6.048000000e+1,,,
3.880000000e+2,2.439375000e-1,-4.518437500e+1,6.049050000e+1,,,
3.840000000e+2,2.520000000e-1,-4.560312500e+1,5.980800000e+1,,,
3.880156250e+2,2.600000000e-1,-4.480000000e+1,6.050100000e+1,,,
3.859843750e+2,2.519062500e-1,-4.479062500e+1,6.249600000e+1,,,
3.880312500e+2,2.520937500e-1,-4.400312500e+1,6.044325000e+1,,,
3.880156250e+2,2.559375000e-1,-4.521562500e+1,6.049575000e+1,,,
3.879687500e+2,2.520000000e-1,-4.479687500e+1,6.114675000e+1,,,
3.820000000e+2,2.638437500e-1,-4.517500000e+1,6.115200000e+1,,,
3.920000000e+2,2.639687500e-1,-4.520000000e+1,6.114675000e+1,,,
3.820156250e+2,2.559375000e-1,-4.480625000e+1,6.049575000e+1,,,
3.859062500e+2,2.560937500e-1,-4.600000000e+1,5.846400000e+1,,,
3.900000000e+2,2.640312500e-1,-4.520312500e+1,6.048000000e+1,,,
3.860625000e+2,2.640000000e-1,-4.520000000e+1,5.914125000e+1,,,
3.859843750e+2,2.720000000e-1,-4.481875000e+1,6.047475000e+1,,,
3.860000000e+2,2.678750000e-1,-4.400000000e+1,5.980800000e+1,,,
3.859375000e+2,2.600312500e-1,-4.479687500e+1,6.114675000e+1,,,
3.819687500e+2,2.680000000e-1,-4.480000000e+1,6.048525000e+1,,,
3.841406250e+2,2.599687500e-1,-4.480000000e+1,6.048000000e+1,,,
3.899375000e+2,2.682500000e-1,-4.520312500e+1,5.980275000e+1,,,
3.819687500e+2,2.677187500e-1,-4.480312500e+1,6.179775000e+1,,,
3.880468750e+2,2.560000000e-1,-4.440937500e+1,6.118875000e+1,,,
3.840468750e+2,2.640000000e-1,-4.480625000e+1,5.846400000e+1,,,
3.839531250e+2,2.640000000e-1,-4.600000000e+1,5.979750000e+1,,,
3.879843750e+2,2.680000000e-1,-4.520000000e+1,6.047475000e+1,,,
3.880000000e+2,2.680312500e-1,-4.559687500e+1,5.979750000e+1,,,
3.879843750e+2,2.719687500e-1,-4.480000000e+1,5.980800000e+1,,,
3.899687500e+2,2.680312500e-1,-4.520000000e+1,6.048000000e+1,,,
3.900468750e+2,2.759375000e-1,-4.481562500e+1,6.114675000e+1,,,
3.880468750e+2,2.679062500e-1,-4.520000000e+1,6.116250000e+1,,,
3.940000000e+2,2.680625000e-1,-4.600000000e+1,5.980800000e+1,,,
3.879687500e+2,2.720000000e-1,-4.519687500e+1,6.116775000e+1,,,
3.879687500e+2,2.679375000e-1,-4.480625000e+1,6.116250000e+1,,,
3.820000000e+2,2.680000000e-1,-4.559375000e+1,5.980800000e+1,,,
3.860000000e+2,2.719375000e-1,-4.560937500e+1,5.980800000e+1,,,
3.840000000e+2,2.801250000e-1,-4.520000000e+1,5.980275000e+1,,,
3.860156250e+2,2.838125000e-1,-4.520937500e+1,5.981850000e+1,,,
3.900000000e+2,2.720312500e-1,-4.400000000e+1,5.913600000e+1,,,
3.880000000e+2,2.840625000e-1,-4.520937500e+1,6.114675000e+1,,,
3.840000000e+2,2.717500000e-1,-4.480000000e+1,6.049050000e+1,,,
3.860000000e+2,2.761875000e-1,-4.520000000e+1,6.115200000e+1,,,
3.860000000e+2,2.800000000e-1,-4.480000000e+1,6.185550000e+1,,,
3.860000000e+2,2.840000000e-1,-4.520000000e+1,5.914650000e+1,,,
3.860000000e+2,2.840000000e-1,-4.480000000e+1,6.049575000e+1,,,
3.860156250e+2,2.840312500e-1,-4.561562500e+1,6.115725000e+1,,,
3.880000000e+2,2.880000000e-1,-4.559062500e+1,6.115200000e+1,,,
3.859375000e+2,2.838750000e-1,-4.479375000e+1,5.846400000e+1,,,
3.840468750e+2,2.800000000e-1,-4.400000000e+1,6.115200000e+1,,,
3.919531250e+2,2.800000000e-1,-4.479687500e+1,6.115200000e+1,,,
3.861562500e+2,2.799375000e-1,-4.480000000e+1,5.846400000e+1,,,
3.819843750e+2,2.839687500e-1,-4.440312500e+1,6.182400000e+1,,,
3.859062500e+2,2.839687500e-1,-4.440312500e+1,6.315750000e+1,,,
3.880000000e+2,2.880000000e-1,-4.440000000e+1,5.915700000e+1,,,
3.861250000e+2,2.879687500e-1,-4.438437500e+1,6.048000000e+1,,,
3.838750000e+2,2.917812500e-1,-4.600625000e+1,6.249600000e+1,,,
3.900000000e+2,2.959687500e-1,-4.480000000e+1,6.116775000e+1,,,
3.819687500e+2,2.960000000e-1,-4.640000000e+1,6.115200000e+1,,,
3.820000000e+2,2.999687500e-1,-4.479375000e+1,6.047475000e+1,,,
3.820156250e+2,3.000312500e-1,-4.601250000e+1,5.980800000e+1,,,
3.860468750e+2,2.920000000e-1,-4.560000000e+1,5.980800000e+1,,,
3.879843750e+2,2.880000000e-1,-4.480312500e+1,5.980800000e+1,,,
3.820000000e+2,2.997812500e-1,-4.477812500e+1,6.113625000e+1,,,
3.859687500e+2,2.961562500e-1,-4.520312500e+1,6.048000000e+1,,,
3.820312500e+2,2.881562500e-1,-4.439687500e+1,6.048000000e+1,,,
3.819843750e+2,2.799687500e-1,-4.481250000e+1,6.117300000e+1,,,
3.840000000e+2,2.919062500e-1,-4.479687500e+1,6.249600000e+1,,,
3.839843750e+2,3.001250000e-1,-4.480000000e+1,6.112575000e+1,,,
3.860156250e+2,2.840312500e-1,-4.480000000e+1,6.048000000e+1,,,
3.840000000e+2,2.996562500e-1,-4.480312500e+1,6.316800000e+1,,,
3.880468750e+2,3.040937500e-1,-4.520000000e+1,6.047475000e+1,,,
3.879843750e+2,2.960000000e-1,-4.559687500e+1,6.250650000e+1,,,
3.860156250e+2,3.000000000e-1,-4.520000000e+1,6.048000000e+1,,,
3.900000000e+2,3.040000000e-1,-4.560000000e+1,5.980275000e+1,,,
3.880156250e+2,3.040937500e-1,-4.559687500e+1,5.982900000e+1,,,
3.860000000e+2,2.920625000e-1,-4.520625000e+1,6.181875000e+1,,,
3.799843750e+2,3.038125000e-1,-4.480937500e+1,6.048000000e+1,,,
3.819687500e+2,3.120000000e-1,-4.359687500e+1,6.048000000e+1,,,
3.859687500e+2,3.000000000e-1,-4.442812500e+1,6.115200000e+1,,,
3.880000000e+2,3.079687500e-1,-4.560000000e+1,5.980800000e+1,,,
3.900156250e+2,3.040000000e-1,-4.399687500e+1,6.115200000e+1,,,
3.840468750e+2,3.080000000e-1,-4.599375000e+1,6.046425000e+1,,,
3.820000000e+2,3.040937500e-1,-4.600625000e+1,6.181875000e+1,,,
3.780000000e+2,3.038750000e-1,-4.600000000e+1,5.913600000e+1,,,
3.800468750e+2,3.119687500e-1,-4.518437500e+1,6.182925000e+1,,,
3.900312500e+2,3.080000000e-1,-4.480625000e+1,6.046425000e+1,,,
3.879687500e+2,3.079687500e-1,-4.560625000e+1,6.046950000e+1,,,
3.840156250e+2,3.119687500e-1,-4.519375000e+1,5.980275000e+1,,,
3.820000000e+2,3.120625000e-1,-4.519687500e+1,6.180825000e+1,,,
3.800156250e+2,3.080625000e-1,-4.520000000e+1,6.114150000e+1,,,
3.879687500e+2,3.079062500e-1,-4.519687500e+1,5.913600000e+1,,,
3.860156250e+2,3.160000000e-1,-4.480312500e+1,5.846400000e+1,,,
3.880000000e+2,3.080000000e-1,-4.560000000e+1,6.116250000e+1,,,
3.860625000e+2,3.200000000e-1,-4.479687500e+1,6.115200000e+1,,,
3.819843750e+2,3.040000000e-1,-4.559687500e+1,6.182400000e+1,,,
3.859375000e+2,3.159062500e-1,-4.603125000e+1,5.981850000e+1,,,
3.859687500e+2,3.080000000e-1,-4.520000000e+1,6.048525000e+1,,,
3.839843750e+2,3.240312500e-1,-4.640000000e+1,6.115725000e+1,,,
3.840156250e+2,3.160000000e-1,-4.520000000e+1,5.912550000e+1,,,
3.839531250e+2,3.280000000e-1,-4.601250000e+1,6.048525000e+1,,,
3.820312500e+2,3.159687500e-1,-4.600000000e+1,6.115200000e+1,,,
3.880156250e+2,3.199687500e-1,-4.561562500e+1,6.049050000e+1,,,
3.860156250e+2,3.160000000e-1,-4.480000000e+1,5.846400000e+1,,,
3.860468750e+2,3.199687500e-1,-4.480000000e+1,5.981325000e+1,,,
3.820000000e+2,3.160625000e-1,-4.480312500e+1,5.979225000e+1,,,
3.859843750e+2,3.120000000e-1,-4.559375000e+1,5.983950000e+1,,,
3.860156250e+2,3.160312500e-1,-4.480000000e+1,6.182400000e+1,,,
3.859843750e+2,3.239687500e-1,-4.560000000e+1,5.980800000e+1,,,
3.879375000e+2,3.238437500e-1,-4.444375000e+1,6.048000000e+1,,,
3.899843750e+2,3.319687500e-1,-4.400937500e+1,6.048000000e+1,,,
3.859687500e+2,3.280000000e-1,-4.520625000e+1,5.846400000e+1,,,
3.820156250e+2,3.280000000e-1,-4.520000000e+1,6.049050000e+1,,,
3.840000000e+2,3.319687500e-1,-4.440625000e+1,5.980800000e+1,,,
3.819687500e+2,3.240000000e-1,-4.560000000e+1,5.980275000e+1,,,
3.900000000e+2,3.200000000e-1,-4.480625000e+1,6.114675000e+1,,,
3.840000000e+2,3.238750000e-1,-4.480625000e+1,5.980800000e+1,,,
3.859843750e+2,3.360312500e-1,-4.399687500e+1,6.114675000e+1,,,
